symbol,name,sector,subsector,status,instrument_type,board,listing_date,special_notation,source_as_of
CASS,Cahaya Aero Services Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,05 Des 2011,,2026-08-27
CEKA,Wilmar Cahaya Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Jul 1996,,2026-08-27
CENT,Centratama Telekomunikasi Indo,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,01 Nov 2001,,2026-08-27
CFIN,Clipan Finance Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,27 Agt 1990,,2026-08-27
CINT,Chitose Internasional Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,27 Jun 2014,,2026-08-27
CITA,Cita Mineral Investindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,20 Mar 2002,,2026-08-27
CLPI,Colorpak Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,30 Nov 2001,,2026-08-27
CMNP,Citra Marga Nusaphala Persada,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,10 Jan 1995,,2026-08-27
CMPP,AirAsia Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Des 1994,,2026-08-27
CNKO,Exploitasi Energi Indonesia Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,20 Nov 2001,,2026-08-27
COWL,Cowell Development Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,19 Des 2007,,2026-08-27
CPIN,Charoen Pokphand Indonesia Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,18 Mar 1991,,2026-08-27
CPRO,Central Proteina Prima Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Nov 2006,,2026-08-27
CSAP,Catur Sentosa Adiprana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Des 2007,,2026-08-27
CTBN,Citra Tubindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Nov 1989,,2026-08-27
CTRA,Ciputra Development Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,28 Mar 1994,,2026-08-27
CTTH,Citatah Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,03 Jul 1996,,2026-08-27
DART,Duta Anggada Realty Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Mei 1990,,2026-08-27
DEFI,Danasupra Erapacific Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,06 Jul 2001,,2026-08-27
DEWA,Darma Henwa Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,26 Sep 2007,,2026-08-27
DGIK,Nusa Konstruksi Enjiniring Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,19 Des 2007,,2026-08-27
DILD,Intiland Development Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,04 Sep 1991,,2026-08-27
DKFT,Central Omega Resources Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,21 Nov 1997,,2026-08-27
DLTA,Delta Djakarta Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,27 Feb 1984,,2026-08-27
DMAS,Puradelta Lestari Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,29 Mei 2015,,2026-08-27
DNAR,Bank Oke Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Jul 2014,,2026-08-27
DNET,Indoritel Makmur Internasional,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,11 Des 2000,,2026-08-27
DOID,BUMA Internasional Grup Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,15 Jun 2001,,2026-08-27
DPNS,Duta Pertiwi Nusantara Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Agt 1990,,2026-08-27
DSFI,Dharma Samudera Fishing Indust,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,24 Mar 2000,,2026-08-27
DSNG,Dharma Satya Nusantara Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,14 Jun 2013,,2026-08-27
DSSA,Dian Swastatika Sentosa Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,10 Des 2009,,2026-08-27
DUTI,Duta Pertiwi Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,02 Nov 1994,,2026-08-27
DVLA,Darya-Varia Laboratoria Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Nov 1994,,2026-08-27
DYAN,Dyandra Media International Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,25 Mar 2013,,2026-08-27
ECII,Electronic City Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,03 Jul 2013,,2026-08-27
EKAD,Ekadharma International Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,14 Agt 1990,,2026-08-27
ELSA,Elnusa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,06 Feb 2008,,2026-08-27
ELTY,Bakrieland Development Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,30 Okt 1995,,2026-08-27
EMDE,Megapolitan Developments Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Jan 2011,,2026-08-27
EMTK,Elang Mahkota Teknologi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,12 Jan 2010,,2026-08-27
ENRG,Energi Mega Persada Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,07 Jun 2004,,2026-08-27
EPMT,Enseval Putera Megatrading Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,01 Agt 1994,,2026-08-27
ERAA,Erajaya Swasembada Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,14 Des 2011,,2026-08-27
ERTX,Eratex Djaja Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,21 Agt 1990,,2026-08-27
ESSA,ESSA Industries Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,01 Feb 2012,,2026-08-27
ESTI,Ever Shine Tex Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,13 Okt 1992,,2026-08-27
ETWA,Eterindo Wahanatama Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,16 Mei 1997,,2026-08-27
EXCL,XLSMART Telecom Sejahtera Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,29 Sep 2005,,2026-08-27
FAST,Fast Food Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Mei 1993,,2026-08-27
FASW,Fajar Surya Wisesa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,19 Des 1994,,2026-08-27
FISH,FKS Multi Agro Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,18 Jan 2002,,2026-08-27
FMII,Fortune Mate Indonesia Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,30 Jun 2000,,2026-08-27
FORU,Fortune Indonesia Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,17 Jan 2002,,2026-08-27
FPNI,Lotte Chemical Titan Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,21 Mar 2002,,2026-08-27
GAMA,Aksara Global Development Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,11 Jul 2012,,2026-08-27
GDST,Gunawan Dianjaya Steel Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,23 Des 2009,,2026-08-27
GDYR,Goodyear Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,22 Des 1980,,2026-08-27
GEMA,Gema Grahasarana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Agt 2002,,2026-08-27
GEMS,Golden Energy Mines Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,17 Nov 2011,,2026-08-27
GGRM,Gudang Garam Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,27 Agt 1990,,2026-08-27
GIAA,Garuda Indonesia (Persero) Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Feb 2011,,2026-08-27
GJTL,Gajah Tunggal Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,08 Mei 1990,,2026-08-27
GLOB,Globe Kita Terang Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Jul 2012,,2026-08-27
GMTD,Gowa Makassar Tourism Developm,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Des 2000,,2026-08-27
GOLD,Visi Telekomunikasi Infrastruk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,07 Jul 2010,,2026-08-27
GOLL,Golden Plantation Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,23 Des 2014,,2026-08-27
GPRA,Perdana Gapuraprima Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Okt 2007,,2026-08-27
GSMF,Equity Development Investment,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,23 Okt 1989,,2026-08-27
GTBO,Garda Tujuh Buana Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,09 Jul 2009,,2026-08-27
GWSA,Greenwood Sejahtera Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,23 Des 2011,,2026-08-27
GZCO,Gozco Plantations Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,15 Mei 2008,,2026-08-27
HADE,Himalaya Energi Perkasa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,12 Apr 2004,,2026-08-27
HDFA,Radana Bhaskara Finance Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Mei 2011,,2026-08-27
HERO,DFI Retail Nusantara Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,21 Agt 1989,,2026-08-27
HEXA,Hexindo Adiperkasa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,13 Feb 1995,,2026-08-27
HITS,Humpuss Intermoda Transportasi,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,15 Des 1997,,2026-08-27
HMSP,H.M. Sampoerna Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,15 Agt 1990,,2026-08-27
HOME,Hotel Mandarine Regency Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,17 Jul 2008,,2026-08-27
HOTL,Saraswati Griya Lestari Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Jan 2013,,2026-08-27
HRUM,Harum Energy Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,06 Okt 2010,,2026-08-27
IATA,Karya Pacific Energy Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,13 Sep 2006,,2026-08-27
IBFN,Intan Baru Prana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,22 Des 2014,,2026-08-27
IBST,Inti Bangun Sejahtera Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,31 Agt 2012,,2026-08-27
ICBP,Indofood CBP Sukses Makmur Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,07 Okt 2010,,2026-08-27
ICON,Island Concepts Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Jul 2005,,2026-08-27
IGAR,Champion Pacific Indonesia Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,05 Nov 1990,,2026-08-27
IIKP,Inti Agri Resources Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,14 Okt 2002,,2026-08-27
IKAI,Intikeramik Alamasri Industri,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,04 Jun 1997,,2026-08-27
IKBI,Sumi Indo Kabel Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,21 Jan 1991,,2026-08-27
IMAS,Indomobil Sukses Internasional,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,15 Nov 1993,,2026-08-27
IMJS,Indomobil Multi Jasa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Des 2013,,2026-08-27
IMPC,Impack Pratama Industri Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,17 Des 2014,,2026-08-27
INAF,Indofarma Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,17 Apr 2001,,2026-08-27
INAI,Indal Aluminium Industry Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,05 Des 1994,,2026-08-27
INCI,Intanwijaya Internasional Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,24 Jul 1990,,2026-08-27
INCO,Vale Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,16 Mei 1990,,2026-08-27
INDF,Indofood Sukses Makmur Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,14 Jul 1994,,2026-08-27
INDR,Indo-Rama Synthetics Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,03 Agt 1990,,2026-08-27
INDS,Indospring Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Agt 1990,,2026-08-27
INDX,Tanah Laut Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,17 Mei 2001,,2026-08-27
INDY,Indika Energy Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,11 Jun 2008,,2026-08-27
INKP,Indah Kiat Pulp & Paper Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,16 Jul 1990,,2026-08-27
INPC,Bank Artha Graha Internasional,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,23 Agt 1990,,2026-08-27
INPP,Indonesian Paradise Property T,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Jan 2004,,2026-08-27
INRU,Toba Pulp Lestari Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,18 Jun 1990,,2026-08-27
INTA,Intraco Penta Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,23 Agt 1993,,2026-08-27
INTD,Inter Delta Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Des 1989,,2026-08-27
INTP,Indocement Tunggal Prakarsa Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,05 Des 1989,,2026-08-27
IPOL,Indopoly Swakarsa Industry Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Jul 2010,,2026-08-27
ISAT,Indosat Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,19 Okt 1994,,2026-08-27
ISSP,Steel Pipe Industry of Indones,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,22 Feb 2013,,2026-08-27
ITMA,Sumber Energi Andalan Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Des 1990,,2026-08-27
ITMG,Indo Tambangraya Megah Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,18 Des 2007,,2026-08-27
JAWA,Jaya Agra Wattie Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,30 Mei 2011,,2026-08-27
JECC,Jembo Cable Company Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Nov 1992,,2026-08-27
JIHD,Jakarta International Hotels &,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,29 Feb 1984,,2026-08-27
JKON,Jaya Konstruksi Manggala Prata,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,04 Des 2007,,2026-08-27
JPFA,Japfa Comfeed Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,23 Okt 1989,,2026-08-27
JRPT,Jaya Real Property Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,29 Jun 1994,,2026-08-27
JSMR,Jasa Marga (Persero) Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,12 Nov 2007,,2026-08-27
JSPT,Jakarta Setiabudi Internasiona,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,12 Jan 1998,,2026-08-27
JTPE,Jasuindo Tiga Perkasa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,16 Apr 2002,,2026-08-27
KAEF,Kimia Farma (Persero) Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,04 Jul 2001,,2026-08-27
KARW,Meratus Jasa Prima Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,20 Des 1994,,2026-08-27
KBLI,KMI Wire & Cable Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,06 Jul 1992,,2026-08-27
KBLM,Kabelindo Murni Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,01 Jun 1992,,2026-08-27
KBLV,First Media Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,25 Feb 2000,,2026-08-27
KBRI,Kertas Basuki Rachmat Indonesi,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,11 Jul 2008,,2026-08-27
KDSI,Kedawung Setia Industrial Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,29 Jul 1996,,2026-08-27
KIAS,Keramika Indonesia Assosiasi T,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Des 1994,,2026-08-27
KICI,Kedaung Indah Can Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Okt 1993,,2026-08-27
KIJA,Kawasan Industri Jababeka Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,10 Jan 1995,,2026-08-27
KKGI,Resource Alam Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,01 Jul 1991,,2026-08-27
KLBF,Kalbe Farma Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,30 Jul 1991,,2026-08-27
KOBX,Kobexindo Tractors Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,05 Jul 2012,,2026-08-27
KOIN,Kokoh Inti Arebama Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,09 Apr 2008,,2026-08-27
KONI,Perdana Bangun Pusaka Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,22 Agt 1995,,2026-08-27
KOPI,Mitra Energi Persada Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,04 Mei 2015,,2026-08-27
KPIG,MNC Tourism Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,30 Mar 2000,,2026-08-27
KRAS,Krakatau Steel (Persero) Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Nov 2010,,2026-08-27
KREN,Quantum Clovera Investama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,28 Jun 2002,,2026-08-27
LAPD,Leyand International Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,17 Jul 2001,,2026-08-27
LCGP,Eureka Prima Jakarta Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,13 Jul 2007,,2026-08-27
LEAD,Logindo Samudramakmur Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Des 2013,,2026-08-27
LINK,Link Net Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,02 Jun 2014,,2026-08-27
LION,Lion Metal Works Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,20 Agt 1993,,2026-08-27
LMAS,Limas Indonesia Makmur Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,28 Des 2001,,2026-08-27
LMPI,Langgeng Makmur Industri Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,17 Okt 1994,,2026-08-27
LMSH,Lionmesh Prima Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,04 Jun 1990,,2026-08-27
LPCK,Lippo Cikarang Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,24 Jul 1997,,2026-08-27
LPGI,Lippo General Insurance Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,22 Jul 1997,,2026-08-27
LPIN,Multi Prima Sejahtera Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,05 Feb 1990,,2026-08-27
LPKR,Lippo Karawaci Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,28 Jun 1996,,2026-08-27
LPLI,Star Pacific Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,23 Okt 1989,,2026-08-27
LPPF,MDS Retailing Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,09 Okt 1989,,2026-08-27
LPPS,Lenox Pasifik Investama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Mar 1994,,2026-08-27
LRNA,Eka Sari Lorena Transport Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,15 Apr 2014,,2026-08-27
LSIP,PP London Sumatra Indonesia Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,05 Jul 1996,,2026-08-27
LTLS,Lautan Luas Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,21 Jul 1997,,2026-08-27
MAGP,Multi Agro Gemilang Plantation,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,16 Jan 2013,,2026-08-27
MAIN,Malindo Feedmill Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,10 Feb 2006,,2026-08-27
MAPI,Mitra Adiperkasa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,10 Nov 2004,,2026-08-27
MAYA,Bank Mayapada Internasional Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,29 Agt 1997,,2026-08-27
MBAP,Mitrabara Adiperdana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Jul 2014,,2026-08-27
MBSS,Mitrabahtera Segara Sejati Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,06 Apr 2011,,2026-08-27
MBTO,Martina Berto Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,13 Jan 2011,,2026-08-27
MCOR,Bank China Construction Bank I,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,03 Jul 2007,,2026-08-27
MDIA,Intermedia Capital Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,11 Apr 2014,,2026-08-27
MDKA,Merdeka Copper Gold Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,19 Jun 2015,,2026-08-27
MDLN,Modernland Realty Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Jan 1993,,2026-08-27
MDRN,Modern Internasional Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,16 Jul 1991,,2026-08-27
MEDC,Medco Energi Internasional Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,12 Okt 1994,,2026-08-27
MEGA,Bank Mega Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,17 Apr 2000,,2026-08-27
MERK,Merck Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,23 Jul 1981,,2026-08-27
META,Nusantara Infrastructure Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Jul 2001,,2026-08-27
MFMI,Multifiling Mitra Indonesia Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,29 Des 2010,,2026-08-27
MGNA,Magna Investama Mandiri Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Jul 2014,,2026-08-27
MICE,Multi Indocitra Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,21 Des 2005,,2026-08-27
MIDI,Midi Utama Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,30 Nov 2010,,2026-08-27
MIKA,Mitra Keluarga Karyasehat Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,24 Mar 2015,,2026-08-27
MIRA,Mitra International Resources,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,30 Jan 1997,,2026-08-27
MITI,Mitra Investindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,16 Jul 1997,,2026-08-27
MKPI,Metropolitan Kentjana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Jul 2009,,2026-08-27
MLBI,Multi Bintang Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,15 Des 1981,,2026-08-27
MLIA,Mulia Industrindo Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,17 Jan 1994,,2026-08-27
MLPL,Multipolar Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,06 Nov 1989,,2026-08-27
MLPT,Multipolar Technology Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Jul 2013,,2026-08-27
